PurchaseID,ProductID,PurchaseDate,QuantityPurchased,CostOfPurchase,VendorInvoiceNumber
PUR1540,P1721,2024-12-15,92,23497.72,INV24542
PUR1541,P1721,2025-05-20,99,34346.07,INV50426
PUR1542,P1206,2025-06-07,78,35578.92,INV63389
PUR1543,P1206,2024-12-05,32,2728.96,INV31909
PUR1544,P1206,2024-08-23,138,47187.72,INV84048
PUR1545,P1206,2024-09-03,83,39665.7,INV47587
PUR1546,P1206,2025-01-13,164,81949.16,INV76421
PUR1547,P1651,2024-11-05,83,18613.58,INV99390
PUR1548,P1310,2025-01-24,94,10669.0,INV83006
PUR1549,P1310,2024-10-15,86,31396.88,INV39141
PUR1550,P1310,2025-01-05,120,2082.0,INV11092
PUR1551,P1310,2025-02-19,156,60428.16,INV43428
PUR1552,P2116,2025-01-27,56,1976.8,INV95981
PUR1553,P1044,2025-05-24,95,46059.8,INV27278
PUR1554,P1044,2025-01-15,163,40621.23,INV29723
PUR1555,P2484,2025-02-24,154,63752.92,INV66619
PUR1556,P2484,2025-03-05,118,24008.28,INV67649
PUR1557,P2484,2024-09-07,117,39301.47,INV52237
PUR1558,P1004,2025-06-02,120,11458.8,INV28568
PUR1559,P1004,2025-06-02,104,17687.28,INV45291
PUR1560,P1004,2025-04-26,107,51480.91,INV51031
PUR1561,P2331,2024-10-28,23,1589.07,INV67612
PUR1562,P2331,2024-09-26,86,23461.66,INV81778
PUR1563,P2331,2025-03-11,143,45862.96,INV58542
PUR1564,P2331,2025-01-07,44,18296.96,INV21281
PUR1565,P2331,2025-06-26,81,24530.85,INV38284
PUR1566,P1748,2025-05-01,110,43144.2,INV90248
PUR1567,P1748,2025-04-29,10,2301.1,INV87154
PUR1568,P1748,2024-09-25,173,39478.6,INV78439
PUR1569,P1748,2025-05-30,120,29205.6,INV97250
PUR1570,P2279,2025-01-06,123,44246.79,INV86912
PUR1571,P2279,2024-09-09,118,5694.68,INV28486
PUR1572,P2279,2024-10-19,102,20108.28,INV78158
PUR1573,P2181,2025-02-12,81,11403.18,INV33519
PUR1574,P2181,2024-09-16,13,415.87,INV18157
PUR1575,P2181,2024-07-11,77,33322.52,INV65661
PUR1576,P2181,2025-04-07,22,1823.58,INV85439
PUR1577,P1788,2024-08-04,88,31082.48,INV28738
PUR1578,P1697,2025-02-02,64,31354.88,INV76454
PUR1579,P1697,2024-08-06,170,26203.8,INV14494
PUR1580,P1655,2024-10-04,45,2574.45,INV22532
PUR1581,P1655,2025-05-17,53,13082.52,INV94811
PUR1582,P1173,2025-05-31,126,7313.04,INV15630
PUR1583,P1173,2024-09-13,136,64889.68,INV67474
PUR1584,P1173,2024-09-25,130,48956.7,INV44721
PUR1585,P1173,2025-01-25,24,320.64,INV34687
PUR1586,P1848,2025-07-04,191,87810.34,INV76891
PUR1587,P1848,2025-05-10,18,2955.96,INV75164
PUR1588,P1848,2024-07-25,154,10050.04,INV20839
PUR1589,P1848,2024-07-22,165,57522.3,INV50851
PUR1590,P1708,2024-11-24,97,18427.09,INV66466
PUR1591,P1708,2024-08-03,14,5578.58,INV21606
PUR1592,P1708,2025-04-28,184,45137.04,INV46645
PUR1593,P1708,2024-11-13,49,20091.47,INV44224
PUR1594,P1231,2025-05-29,200,58226.0,INV95893
PUR1595,P1231,2025-05-27,146,59109.56,INV84222
PUR1596,P2098,2024-08-06,59,550.47,INV63282
PUR1597,P2098,2025-06-26,45,7900.2,INV55064
PUR1598,P2098,2024-10-12,199,30640.03,INV58635
PUR1599,P2329,2025-05-09,11,1235.19,INV55837
PUR1600,P2195,2025-04-03,112,28341.6,INV67921
PUR1601,P2195,2024-12-17,158,20432.56,INV70326
PUR1602,P2195,2024-07-31,39,3091.53,INV22671
PUR1603,P2195,2025-02-20,181,26635.96,INV16827
PUR1604,P1308,2025-07-03,150,10908.0,INV39577
PUR1605,P1308,2025-04-04,117,5693.22,INV27929
PUR1606,P1308,2024-10-14,172,56859.76,INV91910
PUR1607,P2284,2025-03-31,40,4385.2,INV35885
PUR1608,P2284,2025-05-01,193,34371.37,INV73229
PUR1609,P1846,2025-01-22,51,12713.28,INV16069
PUR1610,P1846,2025-03-01,123,13821.51,INV62102
PUR1611,P1846,2024-09-03,134,29722.54,INV44709
PUR1612,P1846,2025-01-27,100,32259.0,INV29874
PUR1613,P1846,2024-08-09,41,3498.12,INV31467
PUR1614,P2319,2024-08-12,21,1902.6,INV20502
PUR1615,P2319,2024-09-02,61,2845.65,INV79828
PUR1616,P2319,2024-12-31,109,33517.5,INV70403
PUR1617,P2319,2025-03-31,155,18460.5,INV48652
PUR1618,P1122,2025-03-24,110,24878.7,INV16093
PUR1619,P1427,2025-06-09,176,70428.16,INV45243
PUR1620,P1409,2025-06-19,162,3578.58,INV75606
PUR1621,P1409,2025-04-30,24,1372.08,INV46489
PUR1622,P1790,2025-03-23,69,7816.32,INV20653
PUR1623,P1790,2025-06-28,90,9325.8,INV43943
PUR1624,P1790,2024-08-25,43,16352.47,INV49366
PUR1625,P1790,2025-07-04,54,15521.22,INV82673
PUR1626,P1761,2024-12-15,88,485.76,INV30605
PUR1627,P2065,2024-12-21,41,20452.85,INV36429
PUR1628,P2065,2025-06-06,67,14321.92,INV79486
PUR1629,P2065,2025-07-07,198,44528.22,INV46232
PUR1630,P1909,2024-11-10,18,8449.38,INV41791
PUR1631,P1909,2025-06-24,167,15681.3,INV32228
PUR1632,P1909,2025-06-30,161,72741.41,INV43999
PUR1633,P1909,2024-10-12,106,12403.06,INV34981
PUR1634,P1636,2025-02-28,40,17515.2,INV12475
PUR1635,P1673,2025-04-20,32,3670.08,INV64345
PUR1636,P1673,2024-08-12,134,30694.04,INV55727
PUR1637,P1925,2024-10-09,15,1496.25,INV11451
PUR1638,P1925,2025-04-19,45,20728.8,INV71700
PUR1639,P1925,2024-12-05,53,17700.94,INV98650
PUR1640,P1925,2025-06-14,34,6998.9,INV71507
PUR1641,P1357,2024-09-17,28,9224.32,INV25287
PUR1642,P1425,2024-08-15,179,49661.76,INV92230
PUR1643,P1425,2025-05-12,40,14303.6,INV65162
PUR1644,P1425,2025-05-25,169,58621.03,INV51762
PUR1645,P1425,2024-12-23,168,23503.2,INV69210
PUR1646,P1425,2024-09-08,183,15489.12,INV41037
PUR1647,P1247,2024-11-03,88,14873.76,INV24374
PUR1648,P1247,2024-11-23,146,65545.24,INV88648
PUR1649,P1247,2024-08-12,57,4513.26,INV98453
PUR1650,P1956,2025-02-12,146,21126.2,INV48438
PUR1651,P1956,2025-06-06,64,10631.68,INV38226
PUR1652,P1956,2025-01-09,38,8667.42,INV97795
PUR1653,P1956,2024-12-25,196,33151.44,INV67204
PUR1654,P1956,2024-07-14,172,16424.28,INV87668
PUR1655,P1990,2024-08-19,174,65925.12,INV71499
PUR1656,P1990,2024-07-21,120,11740.8,INV81458
PUR1657,P2465,2024-11-06,37,17727.44,INV41038
PUR1658,P2465,2024-07-30,69,22509.87,INV67417
PUR1659,P1961,2024-08-26,167,54081.28,INV99319
PUR1660,P1961,2024-08-25,74,14416.68,INV36245
PUR1661,P1961,2024-12-30,119,29895.18,INV19629
PUR1662,P1961,2024-10-16,162,57691.44,INV99519
PUR1663,P1378,2025-06-04,138,60891.12,INV99456
PUR1664,P2350,2024-10-17,117,47878.74,INV93998
PUR1665,P2179,2025-02-10,165,35494.8,INV73778
PUR1666,P2241,2025-06-25,39,10264.8,INV82214
PUR1667,P2241,2024-11-14,66,25583.58,INV63797
PUR1668,P2241,2025-04-17,16,5658.56,INV53980
PUR1669,P2241,2024-12-02,198,41770.08,INV38737
PUR1670,P2241,2024-09-24,42,6696.48,INV18306
PUR1671,P2151,2024-07-10,137,28298.72,INV84074
PUR1672,P2151,2025-03-27,142,36559.32,INV15921
PUR1673,P2151,2024-12-26,32,6493.44,INV37984
PUR1674,P2151,2025-02-08,172,59295.28,INV54295
PUR1675,P2151,2025-01-22,69,19200.63,INV67951
PUR1676,P1833,2024-10-05,45,3630.6,INV39672
PUR1677,P2256,2025-02-26,189,43687.35,INV99906
PUR1678,P2256,2024-12-30,76,11081.56,INV53388
PUR1679,P2449,2024-09-20,11,264.0,INV53332
PUR1680,P2449,2025-05-05,116,9450.52,INV38762
PUR1681,P2449,2024-10-25,126,22783.32,INV15188
PUR1682,P1053,2024-10-08,99,6548.85,INV39735
PUR1683,P1936,2025-04-02,110,16790.4,INV29871
PUR1684,P1936,2024-12-15,116,53292.72,INV31540
PUR1685,P1936,2025-05-19,18,1967.76,INV30329
PUR1686,P2494,2024-11-17,65,2565.55,INV67482
PUR1687,P2494,2024-10-04,22,131.56,INV51823
PUR1688,P2494,2025-02-19,187,9995.15,INV84979
PUR1689,P2494,2025-06-11,175,20310.5,INV73772
PUR1690,P2187,2024-11-15,122,52569.8,INV33258
PUR1691,P1299,2024-10-28,131,2494.24,INV28007
PUR1692,P1299,2024-10-24,23,5646.96,INV78168
PUR1693,P1299,2025-05-12,150,57652.5,INV93197
PUR1694,P1299,2024-07-13,195,43057.95,INV49271
PUR1695,P1512,2025-01-01,87,40864.77,INV72207
PUR1696,P1512,2025-02-03,200,14068.0,INV56403
PUR1697,P1512,2025-03-26,184,84590.32,INV49440
PUR1698,P1512,2024-11-01,39,2402.79,INV82527
PUR1699,P1268,2024-08-27,149,37805.77,INV76293
PUR1700,P2051,2024-08-18,184,30621.28,INV63103
PUR1701,P2051,2025-04-27,134,19655.12,INV20085
PUR1702,P2051,2024-12-30,135,7323.75,INV64205
PUR1703,P1452,2025-01-05,76,16239.68,INV44297
PUR1704,P1452,2024-09-27,94,28553.44,INV71277
PUR1705,P1452,2025-02-25,72,14994.0,INV77952
PUR1706,P1451,2024-11-21,155,7314.45,INV93175
PUR1707,P1669,2024-08-18,45,4005.45,INV40083
PUR1708,P1669,2025-01-11,169,3449.29,INV53298
PUR1709,P1669,2024-12-31,186,55597.26,INV20960
PUR1710,P1669,2024-10-26,13,4036.76,INV74267
PUR1711,P1747,2025-01-23,177,87549.51,INV40079
PUR1712,P1747,2025-02-02,91,35846.72,INV31441
PUR1713,P2165,2024-12-27,73,613.93,INV28484
PUR1714,P2165,2024-10-27,147,2829.75,INV78694
PUR1715,P2165,2025-02-05,175,27520.5,INV13475
PUR1716,P2165,2024-11-28,122,10058.9,INV81849
PUR1717,P2362,2024-09-23,171,57808.26,INV11148
PUR1718,P2362,2025-04-20,56,21707.84,INV87678
PUR1719,P2362,2024-12-14,10,3801.1,INV94734
PUR1720,P1729,2025-06-04,29,12862.37,INV72596
PUR1721,P1840,2025-01-14,104,10613.2,INV56764
PUR1722,P1840,2025-02-16,22,7333.04,INV67090
PUR1723,P1599,2024-10-31,41,7111.86,INV18995
PUR1724,P1599,2024-09-05,11,2368.96,INV76031
PUR1725,P1599,2025-04-22,141,49887.21,INV44871
PUR1726,P1599,2025-04-25,43,16150.8,INV90745
PUR1727,P1473,2024-08-16,179,66190.62,INV13733
PUR1728,P1717,2025-03-28,182,70011.76,INV34699
PUR1729,P1717,2025-01-20,84,34747.44,INV83751
PUR1730,P1076,2025-07-02,156,29510.52,INV59872
PUR1731,P1076,2025-06-01,42,3630.9,INV95203
PUR1732,P1297,2025-02-11,20,1025.8,INV50442
PUR1733,P1297,2025-02-18,72,33192.72,INV42444
PUR1734,P1297,2025-02-23,151,41549.16,INV75018
PUR1735,P1297,2024-10-26,175,75892.25,INV52204
PUR1736,P1134,2025-05-24,197,46706.73,INV56930
PUR1737,P1134,2025-01-15,89,18220.08,INV43038
PUR1738,P1134,2025-02-20,54,23779.98,INV80184
PUR1739,P1344,2025-03-09,50,536.5,INV94277
PUR1740,P1344,2024-12-25,128,30963.2,INV54411
PUR1741,P1344,2024-09-29,160,47636.8,INV41114
PUR1742,P1965,2025-03-10,33,5553.57,INV49935
PUR1743,P1965,2025-04-05,178,61620.04,INV86920
PUR1744,P1294,2025-05-13,191,45112.29,INV15553
PUR1745,P1294,2025-06-20,28,1733.2,INV94780
PUR1746,P1294,2025-02-14,35,16810.15,INV91608
PUR1747,P2197,2024-10-19,133,46458.23,INV56099
PUR1748,P2197,2024-11-07,191,14934.29,INV26571
PUR1749,P2197,2024-10-15,127,47882.81,INV63312
PUR1750,P2197,2024-09-09,172,41331.6,INV86241
PUR1751,P2197,2025-06-09,104,9612.72,INV14324
PUR1752,P2218,2025-06-10,39,10678.2,INV52963
PUR1753,P2218,2024-10-08,148,4112.92,INV96587
PUR1754,P2218,2024-10-21,99,31351.32,INV18441
PUR1755,P2218,2024-07-20,38,17563.6,INV71727
PUR1756,P1404,2024-11-15,141,40750.41,INV80065
PUR1757,P1404,2025-06-11,86,37875.26,INV70810
PUR1758,P1404,2024-12-13,69,28261.71,INV67302
PUR1759,P1404,2025-06-25,54,25885.44,INV71414
PUR1760,P1404,2024-08-07,190,33759.2,INV28902
PUR1761,P1935,2025-01-28,17,7504.48,INV56855
PUR1762,P1313,2024-08-06,129,56178.21,INV69580
PUR1763,P1313,2024-10-01,131,34916.74,INV49576
PUR1764,P1313,2024-10-25,29,8662.01,INV61221
PUR1765,P1313,2025-02-11,69,32178.84,INV30754
PUR1766,P1313,2025-01-29,69,26918.97,INV73445
PUR1767,P2400,2025-04-17,149,61349.26,INV32958
PUR1768,P2460,2024-11-01,110,36281.3,INV26501
PUR1769,P2460,2025-04-20,115,49724.85,INV91821
PUR1770,P2460,2024-07-21,154,14109.48,INV40209
PUR1771,P2460,2024-10-14,25,11282.0,INV91996
PUR1772,P2460,2024-12-24,122,44555.62,INV50592
PUR1773,P1614,2024-10-12,127,17233.9,INV28570
PUR1774,P1614,2024-09-21,114,687.42,INV72898
PUR1775,P1400,2024-12-05,173,42805.39,INV54961
PUR1776,P1400,2025-03-18,76,32604.0,INV53157
PUR1777,P1400,2024-11-16,111,22204.44,INV58564
PUR1778,P1399,2024-07-27,118,16449.2,INV20142
PUR1779,P1399,2024-08-30,82,25587.28,INV40674
PUR1780,P2351,2025-01-07,45,16067.25,INV11027
PUR1781,P2351,2024-10-23,55,6201.25,INV99641
PUR1782,P1170,2025-05-01,146,57532.76,INV57566
PUR1783,P1170,2025-05-23,71,28059.2,INV94733
PUR1784,P1170,2025-03-12,197,78078.98,INV37603
PUR1785,P1170,2025-02-20,158,10903.58,INV67389
PUR1786,P1170,2025-04-11,66,19527.42,INV41047
PUR1787,P2480,2025-07-04,176,76116.48,INV38816
PUR1788,P2480,2025-02-21,165,22628.1,INV55245
PUR1789,P2480,2025-05-24,86,5076.58,INV26463
PUR1790,P2480,2025-04-23,19,6296.22,INV97040
PUR1791,P2480,2025-06-25,179,10412.43,INV25122
PUR1792,P1878,2024-10-10,46,19274.0,INV28660
PUR1793,P2355,2025-02-02,26,12754.56,INV61793
PUR1794,P2355,2025-06-15,149,22926.63,INV64788
PUR1795,P2152,2025-03-23,49,8639.19,INV88599
PUR1796,P1195,2025-07-04,153,68368.05,INV49017
PUR1797,P1195,2024-07-09,157,63311.82,INV31243
PUR1798,P1195,2024-11-01,109,45548.92,INV78454
PUR1799,P1195,2024-10-25,118,41199.7,INV89315
PUR1800,P1195,2024-07-19,64,26673.28,INV16785
PUR1801,P2070,2024-10-19,13,1479.4,INV46267
PUR1802,P1728,2025-05-31,102,586.5,INV11247
PUR1803,P1728,2025-01-31,194,11905.78,INV84872
PUR1804,P1728,2025-03-15,70,5664.4,INV35046
PUR1805,P1728,2024-08-22,26,11931.92,INV24296
PUR1806,P1728,2025-03-27,137,60811.56,INV36521
PUR1807,P1718,2024-11-12,160,74363.2,INV83297
PUR1808,P1718,2024-09-27,45,3789.9,INV44911
PUR1809,P1718,2025-02-24,160,13944.0,INV98379
PUR1810,P1718,2025-03-24,81,38367.27,INV57403
PUR1811,P1718,2024-11-18,130,25873.9,INV50960
PUR1812,P1101,2025-04-21,99,30688.02,INV98875
PUR1813,P1101,2025-05-12,131,35468.25,INV32588
PUR1814,P1101,2025-02-01,147,29098.65,INV91658
PUR1815,P1101,2024-08-02,101,40540.39,INV51780
PUR1816,P1918,2024-08-17,19,6191.15,INV48648
PUR1817,P1918,2024-12-27,171,20838.06,INV23351
PUR1818,P1918,2024-12-05,47,19208.43,INV60171
PUR1819,P1000,2025-03-31,23,9941.75,INV19283
PUR1820,P1000,2024-07-09,169,48105.85,INV37295
PUR1821,P1000,2025-03-19,124,17420.76,INV93706
PUR1822,P1000,2025-01-19,75,29094.75,INV29348
PUR1823,P1808,2024-11-14,18,4191.66,INV97997
PUR1824,P1808,2025-01-02,41,12360.27,INV33307
PUR1825,P1808,2025-04-25,100,33783.0,INV44409
PUR1826,P1855,2024-12-08,96,23572.8,INV30077
PUR1827,P1855,2024-07-23,86,25258.2,INV41398
PUR1828,P1855,2024-07-19,179,88800.11,INV43264
PUR1829,P2271,2025-03-10,197,50030.12,INV37363
PUR1830,P1114,2024-12-18,103,41266.95,INV79290
PUR1831,P1114,2025-05-11,34,5871.8,INV82924
PUR1832,P1213,2025-06-26,117,33319.26,INV78517
PUR1833,P1213,2025-06-09,152,46429.92,INV20774
PUR1834,P1213,2025-05-27,147,71922.69,INV23670
PUR1835,P2306,2025-06-09,80,7494.4,INV20383
PUR1836,P2306,2025-04-16,44,21036.4,INV33625
PUR1837,P2306,2024-08-26,188,63186.8,INV65817
PUR1838,P2274,2024-12-15,21,975.87,INV19488
PUR1839,P2274,2025-06-06,19,5475.8,INV70470
PUR1840,P2274,2025-06-30,30,6587.1,INV66249
PUR1841,P2274,2024-07-28,95,5337.1,INV33714
PUR1842,P2274,2024-08-08,190,70431.1,INV47741
PUR1843,P2186,2024-11-10,178,53108.08,INV40827
PUR1844,P2186,2025-05-07,138,44004.06,INV60647
PUR1845,P2186,2025-03-15,118,53564.92,INV69171
PUR1846,P2186,2024-08-16,140,35796.6,INV23744
PUR1847,P2269,2024-09-05,136,1762.56,INV25982
PUR1848,P2269,2025-07-06,173,77815.4,INV99237
PUR1849,P1500,2025-02-25,58,27272.18,INV41594
PUR1850,P1500,2024-08-10,81,38563.29,INV30083
PUR1851,P2107,2025-04-09,52,25060.88,INV65439
PUR1852,P2107,2025-03-29,198,60659.28,INV17006
PUR1853,P1084,2025-05-03,143,20124.39,INV54265
PUR1854,P1084,2025-07-04,200,10602.0,INV64961
PUR1855,P1575,2025-05-04,117,35472.06,INV81900
PUR1856,P1575,2024-08-02,189,50060.43,INV92835
PUR1857,P1575,2025-04-18,122,52944.34,INV89735
PUR1858,P1575,2024-09-06,42,12483.66,INV45761
PUR1859,P1088,2025-05-19,99,48977.28,INV20567
PUR1860,P2413,2024-11-20,165,53730.6,INV58016
PUR1861,P2096,2025-04-21,28,7041.44,INV47363
PUR1862,P2096,2025-02-04,17,1180.48,INV27670
PUR1863,P2096,2024-09-20,199,59660.2,INV97919
PUR1864,P2096,2024-09-23,88,36743.52,INV40417
PUR1865,P2286,2025-07-02,120,17504.4,INV72790
PUR1866,P2286,2024-07-11,34,13609.86,INV60982
PUR1867,P2286,2025-04-16,81,29472.66,INV20379
PUR1868,P2286,2024-11-16,194,96831.22,INV94907
PUR1869,P2198,2024-09-20,88,25550.8,INV25560
PUR1870,P2198,2025-03-30,186,29244.78,INV52959
PUR1871,P2198,2025-01-19,86,42468.52,INV80783
PUR1872,P2198,2024-09-01,138,56494.44,INV28658
PUR1873,P1208,2025-03-16,158,66699.7,INV70778
PUR1874,P1001,2025-05-16,90,11726.1,INV35061
PUR1875,P1001,2024-08-03,126,13980.96,INV20538
PUR1876,P1001,2025-06-20,150,4966.5,INV82184
PUR1877,P1001,2025-02-24,27,299.7,INV56695
PUR1878,P1001,2025-05-23,198,98392.14,INV40846
PUR1879,P1456,2025-01-08,31,12299.25,INV85396
PUR1880,P1456,2024-07-30,88,27956.72,INV20203
PUR1881,P1456,2024-10-29,186,65392.02,INV18352
PUR1882,P1456,2025-01-03,196,35389.76,INV88077
PUR1883,P2047,2025-01-24,112,35827.68,INV39062
PUR1884,P2047,2025-02-24,121,40363.18,INV45039
PUR1885,P1842,2025-04-02,41,17500.03,INV92187
PUR1886,P1842,2025-05-10,166,75770.7,INV73526
PUR1887,P2038,2025-04-09,29,11332.33,INV74475
PUR1888,P2038,2025-06-24,78,10681.32,INV40777
PUR1889,P2025,2025-06-05,34,7179.1,INV47081
PUR1890,P2025,2025-05-27,68,28729.32,INV99071
PUR1891,P2025,2025-06-12,108,48652.92,INV73565
PUR1892,P1323,2024-12-06,160,60235.2,INV45912
PUR1893,P1323,2025-03-10,165,5453.25,INV66292
PUR1894,P1323,2025-03-04,142,70867.94,INV33265
PUR1895,P1323,2024-10-14,186,7741.32,INV75991
PUR1896,P1323,2024-12-19,40,11241.6,INV45845
PUR1897,P1187,2025-04-11,157,1574.71,INV48354
PUR1898,P1187,2025-01-22,73,27034.82,INV71891
PUR1899,P1187,2024-08-17,132,21980.64,INV57491
PUR1900,P1020,2025-04-02,173,52799.6,INV98035
PUR1901,P2440,2025-05-12,62,18997.42,INV22423
PUR1902,P2440,2024-10-27,56,543.2,INV26882
PUR1903,P2440,2025-04-04,68,7035.96,INV17518
PUR1904,P1406,2025-01-23,135,64411.2,INV49367
PUR1905,P2425,2024-08-28,115,55766.95,INV61574
PUR1906,P1759,2024-12-08,194,7321.56,INV47042
PUR1907,P1759,2024-08-18,161,53767.56,INV71987
PUR1908,P1759,2024-07-08,92,6486.0,INV25673
PUR1909,P1959,2025-01-08,113,6758.53,INV77214
PUR1910,P1123,2025-04-01,134,49928.4,INV68415
PUR1911,P1123,2024-11-15,179,15798.54,INV31757
PUR1912,P1123,2024-07-08,147,34183.38,INV11840
PUR1913,P1123,2024-08-28,24,6605.28,INV98802
PUR1914,P1607,2024-09-16,32,9877.44,INV65154
PUR1915,P1607,2025-06-05,108,2048.76,INV21383
PUR1916,P1607,2024-11-10,90,13809.6,INV99759
PUR1917,P1607,2025-01-18,100,28340.0,INV46895
PUR1918,P1161,2024-10-20,78,30946.5,INV47819
PUR1919,P1161,2025-07-02,51,6098.58,INV67993
PUR1920,P1161,2025-05-12,109,37924.37,INV25173
PUR1921,P1161,2025-05-18,181,14639.28,INV24972
PUR1922,P1461,2025-03-24,198,87977.34,INV70059
PUR1923,P1461,2024-07-23,55,23956.9,INV59144
PUR1924,P1461,2024-10-06,125,22523.75,INV12400
PUR1925,P1129,2024-07-28,132,54843.36,INV33921
PUR1926,P1129,2024-12-23,194,75632.84,INV85243
PUR1927,P2172,2024-07-09,36,3879.0,INV70169
PUR1928,P2172,2024-11-17,11,2220.35,INV17577
PUR1929,P2172,2025-04-19,136,38535.6,INV90939
PUR1930,P1024,2024-09-12,74,19977.04,INV91459
PUR1931,P1024,2025-03-17,14,1600.9,INV95349
PUR1932,P1024,2024-07-09,198,6541.92,INV34293
PUR1933,P1024,2024-07-19,79,19388.97,INV10256
PUR1934,P2115,2025-05-03,22,794.2,INV97229
PUR1935,P1166,2025-06-08,27,6148.17,INV43003
PUR1936,P1166,2025-04-11,144,43827.84,INV80038
PUR1937,P1166,2024-11-23,111,20893.53,INV56083
PUR1938,P1529,2024-12-18,84,31489.92,INV91266
PUR1939,P1529,2025-04-16,199,15454.34,INV76959
PUR1940,P1529,2025-04-01,138,59956.86,INV53935
PUR1941,P1529,2024-08-20,177,84770.61,INV51028
PUR1942,P2135,2025-02-05,113,47319.88,INV78926
PUR1943,P2135,2024-07-18,139,11520.32,INV19218
PUR1944,P1364,2024-12-26,154,62386.94,INV83127
PUR1945,P1782,2024-11-01,164,50753.08,INV70958
PUR1946,P1782,2025-04-19,150,60570.0,INV80006
PUR1947,P1021,2025-04-18,71,25067.97,INV14717
PUR1948,P1021,2024-12-28,134,37427.54,INV96157
PUR1949,P1021,2025-03-14,22,9696.72,INV68890
PUR1950,P1021,2024-10-06,111,41295.33,INV96055
PUR1951,P1896,2025-05-23,177,82788.21,INV40990
PUR1952,P1896,2025-03-19,123,24206.4,INV57132
PUR1953,P1896,2025-04-27,127,47880.27,INV65683
PUR1954,P1896,2025-06-24,185,22954.8,INV49361
PUR1955,P1896,2024-09-18,53,20189.82,INV46590
PUR1956,P1671,2025-04-02,169,57801.38,INV90064
PUR1957,P1671,2025-07-04,56,20058.08,INV21350
PUR1958,P2049,2025-03-01,34,6522.56,INV41306
PUR1959,P2049,2024-09-02,94,15176.3,INV58004
PUR1960,P1733,2024-08-02,75,34218.75,INV21118
PUR1961,P1733,2025-01-17,154,60101.58,INV27509
PUR1962,P1733,2024-10-06,68,28336.96,INV71398
PUR1963,P1733,2025-03-07,60,26391.0,INV35259
PUR1964,P1321,2025-05-22,183,52398.39,INV14675
PUR1965,P1321,2024-12-06,198,93040.2,INV80361
PUR1966,P1321,2025-01-18,158,39834.96,INV46215
PUR1967,P1321,2025-06-03,48,10054.08,INV84947
PUR1968,P1622,2024-11-30,143,25817.22,INV31634
PUR1969,P1622,2025-01-22,143,71086.73,INV79462
PUR1970,P1622,2025-05-11,162,50594.22,INV99317
PUR1971,P1622,2024-09-10,152,47123.04,INV42585
PUR1972,P1781,2025-03-15,39,14279.07,INV62622
PUR1973,P1781,2025-06-27,45,20062.35,INV62827
PUR1974,P1660,2024-12-13,52,1464.84,INV50854
PUR1975,P1154,2025-04-01,132,30024.72,INV39773
PUR1976,P1154,2025-05-08,164,22036.68,INV25146
PUR1977,P1440,2025-04-25,71,25199.32,INV58037
PUR1978,P1440,2024-08-14,137,13642.46,INV44159
PUR1979,P1440,2024-09-16,94,11984.06,INV21295
PUR1980,P1440,2024-11-27,119,58718.17,INV31285
PUR1981,P1440,2024-09-27,77,30622.9,INV67686
PUR1982,P2050,2025-01-22,117,15227.55,INV89980
PUR1983,P2125,2025-03-20,90,2756.7,INV91968
PUR1984,P2125,2025-06-14,116,31528.8,INV44415
PUR1985,P2125,2025-04-11,96,11813.76,INV71487
PUR1986,P2125,2025-02-01,84,35859.6,INV69381
PUR1987,P1090,2024-08-29,152,30705.52,INV69609
PUR1988,P1090,2024-12-25,152,44399.2,INV80468
PUR1989,P1090,2024-07-19,26,12069.98,INV27053
PUR1990,P1090,2024-12-09,110,23058.2,INV80885
PUR1991,P1090,2024-08-08,175,85207.5,INV14444
PUR1992,P2272,2024-11-11,199,11494.24,INV56543
PUR1993,P2272,2025-04-20,16,5935.52,INV10829
PUR1994,P1036,2024-11-28,48,8297.76,INV61764
PUR1995,P2379,2025-03-22,94,36691.02,INV70702
PUR1996,P2379,2025-05-20,182,32001.06,INV18200
PUR1997,P1518,2024-11-10,159,14502.39,INV14273
PUR1998,P1518,2024-08-02,150,40648.5,INV14275
PUR1999,P1518,2025-06-11,72,29811.6,INV36083
PUR2000,P1518,2024-09-22,117,18409.95,INV62863
PUR2001,P1119,2024-09-19,165,69742.2,INV48059
PUR2002,P2364,2024-12-31,61,28576.06,INV31000
PUR2003,P1066,2025-07-06,194,94264.6,INV76686
PUR2004,P1066,2025-06-21,147,60180.33,INV38792
PUR2005,P1066,2025-02-05,93,28438.47,INV80810
PUR2006,P1066,2025-05-19,127,13592.81,INV44729
PUR2007,P1346,2024-12-12,79,38373.46,INV50028
PUR2008,P1346,2024-08-04,82,23715.22,INV17900
PUR2009,P1346,2024-08-30,30,1141.5,INV37240
PUR2010,P1346,2024-08-01,178,82177.26,INV64571
PUR2011,P2464,2024-09-26,12,4260.0,INV97891
PUR2012,P2464,2024-08-25,145,53786.3,INV66142
PUR2013,P2464,2024-12-13,26,10183.94,INV39493
PUR2014,P2464,2024-12-15,123,3573.15,INV63741
PUR2015,P2464,2024-07-11,147,42042.0,INV39612
PUR2016,P1638,2025-02-19,53,25222.17,INV58379
